0,1
පිලිපීනයට ගිහිං තියනවද?,නෑ
අහසේ මාලිගා හදන්න පුළුවන් ද? ,බැහැ.
තේරුනාද?,ඔව්
අපිට යන්න පුලුවන් වෙයිද?,පුලුවන් වෙයි
ඇයි ඔයා ණය වුනේ?,ගේ හදන්න
ඒක මතක නෑ නෙහ් ඔයාට?,මට මතකයි
ඔබේ පව්ලේ අය ඔබට ආදරෙයි ද? ,ඔව් 
ක්‍රියාකාර‍කම කරලා ඉවරයි ද?,ඔව් ඉවරයි 
කවුද ඒ අආවෙ?,තරුවක්
පිලිතුරු සපයනවද?,සපයනවා.
ඔබ මේදය අධික ආහාර කෑමට ගන්න කැමති ද?,නෑ 
ශිෂ්ශත්වය විභාහගයට ලකුණු කියද?,200
පයින් යන්න පුලුවන්ද?,ඔව් 
ඔහු මොන වගේද?,ඔහු ඇත්තෙන්ම බුද්ධිමත්
හරි හොද මනුස්සයා,හොද අයටමයි එහෙම වෙන්නේ
අද දවස කොහොමද?,අද දවස ගොඩක් හොදයි.
ඩෙංගු මාරාන්තික ලෙඩක්ද?,ඔව් 
ඒක ඉරුවද?,ඔව් ඉරුවා
ඔබ ලුනුමිරිස් හදන්න දන්නවද? ,ඔව් 
ෆිල්ම් එක බලමුද?,හා
මවගේ රැකියාව කුමක්ද ?,ඇය ගුරුවරියක්
ඇයි මෙ බබා ඔයාට පුංචි කියන්නේ?,මම එයාගේ පුංචි 
ඔබ පදිකයකු ලෙස මාර්ග නීති පිලිපදිනවාද? ,ඔව් 
මදුරුවෝ කනවද?,ඔව්
ඇය තනියමද ඉන්නේ?,ඔව්
ජීවිතේට බොරැ කියල තියෙනවද?,ඔව් ටිකක්
කැමරාවක් තියෙනවද?,ඔව් මම ගත්තා
කවද්ද ඔයාගෙ විභාගය පැවැත්වෙන්නෙ,ලබන මාසෙ
තාත්තා ආවද?,ඇවිත් ඉන්නෙ.
ඔයා කඩේට යන්නෙ මොකේද ?,මන් යන්නෙ බයිසිකලේ
එයාට ස්නායු සම්බන්ද ලෙඩක් තියෙනවද?,ඔව් තියෙනවා 
වැවමාලු වලින් කරවල හැදුවද?,නෑ
ඔයා නානවද? ,ඔව් මම නානවා
ඔයා ඉඩම් බිස්නස් කරනවද?,නෑ
මොනාද කරන පිස්සු වැඩ?,සමාවෙන්න.
ඔයා දන්නවද?,ඔව් දන්නවා
ඔයා මට කැමතිද ?,ඔව් කැමතියි
මං ප්ලේන් එක්ක යන්න හරිම ආසයි. ඔයා එහෙම නැද්ද?,නැ මං බයයි.
ඔයා තීරණයක් ගත්තා ද?,ඔව් ගත්තා 
රුපියල් 500ක් විතර අතේ තියනවද?,ඔව්
මේ වතුරට කොන්ඩේ යනවා නේද,ඔව් යනවා
ඔය හිතට දුකක් නැද්ද?,දුකයි
ගහනවද?,ගහමු.
ඔබේ ව්‍යාපාර හොදයිද?,ඉතාමත් හොදයි.
කෝ මගේ යාලුවා ? ,එයා පංතියේ
එයා ළමයා දක්ෂයි නේද? ,එයා දක්ෂයි
දරුවෙක්ට ෆෝන් එකක් දෙන්න කලින් හොදට හිතන්න ඕනෙ නේද?,ඔව් අනිවාරෙන්ම 
කේන්දර විශ්වාස කරනවද,මම විශ්වාස කරන්නෙ නෑ
දානය වැඵඳුවාද?,වැළඳුවා
එළවලු මිල වැඩිද?,මිල අඩුයි.
අධ්‍යාපන ක්‍රමයට ප්‍රායෝගික ක්‍රියාකාරකම් ඇතුලත් විය යුතුද? ,ඔව් 
ඒක සඳහන් කරාද?,ඔව්
ලෝකෙ වටේ පයින් යන්න පුලුවන් ද?,බැහැ
කන්න බොන්න දෙයක්වත් තිබ්බෙ නෑනෙ ඒ කාලෙ?,ඔව් නේද 
අම්මේ මගෙ 4න් එක කෝ?,මං දන්නෑ 
ඔබ ඉගෙන ගන්නේ කුමක් ද,ඔයාට මතකද මම ඔයාට කිව්වා මට පුවත්පත් කලාව ඉගෙන ගන්න ඕන කියලා
අපේ රටේ නාට්‍ය කලාව සංවර්ධය වෙන්න ඔනෙ නේද?,ඔව් තව ගොඩක්
ඔයා ගොඩක් මහන්සි වෙලා වැඩ කරනවා නේද?,ඔව් මට මගේම ස්ථාවරත්වයක් හදා ගන්න ඕන.
වර්ජනය ඉවරද,ඉවර කළා
ඔයාට ඔරු පදින්න පුලුවන්ද ?,බැහැ මට පදින්න බැහැ
ඔයා කාටුන් බලනවද,ඔව් බලනවා
ලග ඉන්න බෑනේ?,ඉන්නම්
අපේ රටේ මැතිවරන කල් දාන එක ගොඩාක් වැරදි දෙයක් නේද?,ඔව් අනිවාරෙන්ම 
නුවන තියනවද?,ඔව්
මම එවන්නද මේක,හරි එවන්න
ඔයා කරන ස්වයං රැකියාව කුමක්ද?,බිම් මල් වගා කරනවා
ළමයින් වෙරළේ දුවමින් කරන්නේ මොකක්ද? ,සෙල්ලම් කරනවා
ඔයාගෙ යාළුවා කවුද?,ඔයා තමයි මගෙ යාළුවා
වැස්ස වැඩි උනොත් ගංවතුර ගලයිද? ,ඔව් 
රගපාන්න ආසයිද,ආසයි
නිදාගන්නද?,එපා
ලෙක්චර්ස් ගියාද?,ඔව් ගියා 
මොකද්ද ඔයාගෙ කාඩ් එක?,කාඩ් එකක් නෑ
දෙන්නම එනවද?,ඔව් එනවා
උණු වතුර ඕනෙද?,දැන් එපා
මොනවද නොනා ගන්න අවේ,එළවළු ටිකක්
හරි ලාබයි නේද මල්?,ඔව්
ඔබ හමුදා සෙබළෙකු වීමට කැමති ද? ,ඔව් 
කවුද අද තේ හැදුවෙ?,අම්මා
මේ ඇඳුම ගත්තේ කොහෙන්ද,කොළඹින්
අර ඉන්නෙත් ඔයාගෙ යාලුවෙක්ද?,ඔව්
ඇත්තම කියන්න වෙනවද?,ඇත්ත කියන්න වෙනවා.
මකුළුදැල් බැඳිලා,කාලෙකින් පාවිච්චි කරේ නෑනේ
කොහොමද කෙල්ලෙක් යාලු කරගන්නෙ?,කතා බස් කරල
හුග කාලෙකින් දැක්කෙ?,ඔව් නෙ.
ඔයාට ටිකක්වත් මතක නැද්ද?,නෑ
ඔයා කොහාටද යන්නේ?,මම කඩේට යනවා.
ඇයි කටහඩ ආයෙ ඇහෙන්නේ?,සද්දෙ වැඩි ඇති
තාත්ත එන එක විශ්වාස ද,ඔව් එනවා කිව්වා
ඔබ සාමාන්‍යපෙල සමත් ද? ,ඔව් 
එයාලා හැමෝම ගියාද?,ඔව් හැමෝම ගියා
ඔබ දිනකට ප්‍රමාණවත් වතුර බොනවද? ,ඔව් 
ප්‍රෝටීන් ගොඩනැගීමේ කොටස් මොනවාද?,ඇමයිනෝ අම්ල
මං ගැන ආඩම්බර වෙනවද,ඔව් ගොඩක් 
කූඹි ගුල කොහෙද තියෙන්නෙ?,මෙතන
කවද්ද ආයෙම ගෙදර ආවේ,නැන්දා
පේර ඉදෙනවද?,ඔව්
කරුණාකර මට ලුණු ලබා දිය හැකිද,හරි
මෙයා ඔයාගෙ කවුද,සැමියා
දැන් සේරම හරිද?,හරියාවි
කැමතිම දුරකථන වර්ගය මොකක්ද? ,iphone 13 pro
මෙය තවමත් පාවිච්චි කරන්න හැකීද?,ඔව් පුළුවන් 
වත්මන් උෂ්ණත්වය කුමක්ද,සෙල්සියස් 30 ක් පමණ
අල කනවද?,ඔව්
ඔබට මාව විශේෂ අයෙක් නොවේද?,නැහැ
ඔබ හරිම සියුම්,ස්තුතියි
ඔයා වැඩකරන ආයතනය මොකක්ද?,මම වැඩ කරන්නෙ නෑ
ඔයාට ප්‍රශ්නයක්ද?,නැහැ
එහෙ සීතලයි නේද?,ඔව් ගොඩක්
කරුණාකර මට බිල්පත දෙන්න පුළුවන්ද? ,ඔව් පුළුවන්. ටිකක් ඉන්න
රටට ආදරෙයිද?,ඔව් ගොඩක්
බෙහෙත් බීලා මට කෝල් කරනවද?,හා ගන්නම්
බිත්ති ඔරලෝසුවක්ද?,නෑ
කියල දෙන්න පුළුවන්ද ඔයාට?,පුළුවන්
ඔයා පලතුරු කන්න ආසද?,ඔව් මම ආසයි
කිරි ඇයි සුදු පාට?,ඒවගෙ පාට නිසා
